date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:13:39	4802/4802	---MCZ	200	added ('OK')	text/css	date:Tue,%2029%20Oct%202019%2012:22:56%20GMT	https://quomodosoft.com/html/jupiter/style.css	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/style.css	(from https://quomodosoft.com/html/jupiter/?storefront=envato-elements)
01:13:40	2208/2208	---MCZ	200	added ('OK')	text/css	date:Sun,%2006%20Jan%202019%2022:42:48%20GMT	https://quomodosoft.com/html/jupiter/css/responsive.css	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/css/responsive.css	(from https://quomodosoft.com/html/jupiter/?storefront=envato-elements)
01:13:40	15514/15514	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2029%20Jan%202017%2019:55:30%20GMT	https://quomodosoft.com/html/jupiter/js/vendor/modernizr-2-8-3-min.js	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/js/vendor/modernizr-2-8-3-min.js	(from https://quomodosoft.com/html/jupiter/?storefront=envato-elements)
01:13:40	101469/101469	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Nov%202019%2009:03:56%20GMT	https://quomodosoft.com/html/jupiter/images/header-image.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/images/header-image.png	(from https://quomodosoft.com/html/jupiter/?storefront=envato-elements)
01:13:41	58497/58497	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Nov%202019%2009:03:56%20GMT	https://quomodosoft.com/html/jupiter/images/home1.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/images/home1.png	(from https://quomodosoft.com/html/jupiter/?storefront=envato-elements)
01:13:41	58434/58434	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Nov%202019%2009:03:56%20GMT	https://quomodosoft.com/html/jupiter/images/home2.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/images/home2.png	(from https://quomodosoft.com/html/jupiter/?storefront=envato-elements)
01:13:41	37622/37622	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Feb%202020%2020:34:34%20GMT	https://quomodosoft.com/html/jupiter/jupiter/index.html	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/index.html	(from https://quomodosoft.com/html/jupiter/?storefront=envato-elements)
01:13:42	37214/37214	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Oct%202019%2002:40:14%20GMT	https://quomodosoft.com/html/jupiter/jupiter/index2.html	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/index2.html	(from https://quomodosoft.com/html/jupiter/?storefront=envato-elements)
01:13:42	65577/65577	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Nov%202019%2009:03:56%20GMT	https://quomodosoft.com/html/jupiter/images/home3.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/images/home3.png	(from https://quomodosoft.com/html/jupiter/?storefront=envato-elements)
01:13:42	36629/36629	---MCZ	200	added ('OK')	text/html	date:Tue,%2015%20Oct%202019%2019:09:56%20GMT	https://quomodosoft.com/html/jupiter/jupiter/index3.html	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/index3.html	(from https://quomodosoft.com/html/jupiter/?storefront=envato-elements)
01:13:42	49798/49798	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Nov%202019%2009:03:56%20GMT	https://quomodosoft.com/html/jupiter/images/blog.jpg	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/images/blog.jpg	(from https://quomodosoft.com/html/jupiter/?storefront=envato-elements)
01:13:43	28586/28586	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jan%202019%2019:02:40%20GMT	https://quomodosoft.com/html/jupiter/jupiter/blog.html	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/blog.html	(from https://quomodosoft.com/html/jupiter/?storefront=envato-elements)
01:13:43	30508/30508	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Nov%202019%2009:03:56%20GMT	https://quomodosoft.com/html/jupiter/images/single.jpg	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/images/single.jpg	(from https://quomodosoft.com/html/jupiter/?storefront=envato-elements)
01:13:43	21020/21020	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jan%202019%2019:03:48%20GMT	https://quomodosoft.com/html/jupiter/jupiter/single.html	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/single.html	(from https://quomodosoft.com/html/jupiter/?storefront=envato-elements)
01:13:43	14183/14183	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Nov%202019%2009:03:56%20GMT	https://quomodosoft.com/html/jupiter/images/widget-1.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/images/widget-1.png	(from https://quomodosoft.com/html/jupiter/?storefront=envato-elements)
01:13:43	13963/13963	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Nov%202019%2009:03:56%20GMT	https://quomodosoft.com/html/jupiter/images/widget-2.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/images/widget-2.png	(from https://quomodosoft.com/html/jupiter/?storefront=envato-elements)
01:13:44	17364/17364	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Nov%202019%2009:03:58%20GMT	https://quomodosoft.com/html/jupiter/images/widget-3.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/images/widget-3.png	(from https://quomodosoft.com/html/jupiter/?storefront=envato-elements)
01:13:44	14558/14558	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Nov%202019%2009:03:58%20GMT	https://quomodosoft.com/html/jupiter/images/widget-4.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/images/widget-4.png	(from https://quomodosoft.com/html/jupiter/?storefront=envato-elements)
01:13:44	9051/9051	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Nov%202019%2009:03:58%20GMT	https://quomodosoft.com/html/jupiter/images/widget-5.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/images/widget-5.png	(from https://quomodosoft.com/html/jupiter/?storefront=envato-elements)
01:13:44	28926/28926	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Nov%202019%2009:03:58%20GMT	https://quomodosoft.com/html/jupiter/images/widget-6.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/images/widget-6.png	(from https://quomodosoft.com/html/jupiter/?storefront=envato-elements)
01:13:44	97163/97163	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2004%20Jan%202019%2008:03:34%20GMT	https://quomodosoft.com/html/jupiter/js/vendor/jquery-1-12-4-min.js	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/js/vendor/jquery-1-12-4-min.js	(from https://quomodosoft.com/html/jupiter/?storefront=envato-elements)
01:13:45	37045/37045	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2026%20Jul%202016%2011:53:30%20GMT	https://quomodosoft.com/html/jupiter/js/vendor/bootstrap-min.js	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/js/vendor/bootstrap-min.js	(from https://quomodosoft.com/html/jupiter/?storefront=envato-elements)
01:13:45	2035/2035	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2029%20Jan%202017%2020:15:48%20GMT	https://quomodosoft.com/html/jupiter/js/scrollUp-min.js	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/js/scrollUp-min.js	(from https://quomodosoft.com/html/jupiter/?storefront=envato-elements)
01:13:46	8426/8426	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2029%20Jan%202017%2020:19:06%20GMT	https://quomodosoft.com/html/jupiter/js/wow-min.js	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/js/wow-min.js	(from https://quomodosoft.com/html/jupiter/?storefront=envato-elements)
01:13:46	1917/1917	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2014%20Jan%202019%2021:30:50%20GMT	https://quomodosoft.com/html/jupiter/js/main.js	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/js/main.js	(from https://quomodosoft.com/html/jupiter/?storefront=envato-elements)
01:13:50	229145/229145	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2005%20Oct%202025%2000:13:45%20GMT	https://quomodosoft.com/html/jupiter/fonts/glyphicons-halflings-regular.eot	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/fonts/glyphicons-halflings-regular.eot	(from https://quomodosoft.com/html/jupiter/css/bootstrap-min.css)
01:13:54	229145/229145	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2005%20Oct%202025%2000:13:50%20GMT	https://quomodosoft.com/html/jupiter/fonts/glyphicons-halflings-regular.eot?	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/fonts/glyphicons-halflings-regulard41d.eot	(from https://quomodosoft.com/html/jupiter/css/bootstrap-min.css)
01:13:58	229149/229149	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2005%20Oct%202025%2000:13:54%20GMT	https://quomodosoft.com/html/jupiter/fonts/glyphicons-halflings-regular.woff2	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/fonts/glyphicons-halflings-regular.woff2	(from https://quomodosoft.com/html/jupiter/css/bootstrap-min.css)
01:14:02	229147/229147	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2005%20Oct%202025%2000:13:58%20GMT	https://quomodosoft.com/html/jupiter/fonts/glyphicons-halflings-regular.woff	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/fonts/glyphicons-halflings-regular.woff	(from https://quomodosoft.com/html/jupiter/css/bootstrap-min.css)
01:14:07	229145/229145	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2005%20Oct%202025%2000:14:02%20GMT	https://quomodosoft.com/html/jupiter/fonts/glyphicons-halflings-regular.ttf	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/fonts/glyphicons-halflings-regular.ttf	(from https://quomodosoft.com/html/jupiter/css/bootstrap-min.css)
01:14:11	229145/229145	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2005%20Oct%202025%2000:14:07%20GMT	https://quomodosoft.com/html/jupiter/fonts/glyphicons-halflings-regular.svg	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/fonts/glyphicons-halflings-regular.svg	(from https://quomodosoft.com/html/jupiter/css/bootstrap-min.css)
01:14:16	229116/229116	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2005%20Oct%202025%2000:14:11%20GMT	https://quomodosoft.com/html/jupiter/css/owl.video.play.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/css/owl.video.play.png	(from https://quomodosoft.com/html/jupiter/css/owl-carousel-min.css)
01:14:17	537868/537868	---M--	200	added ('OK')	font/woff2	date:Thu,%2009%20Aug%202018%2016:59:22%20GMT	https://quomodosoft.com/html/jupiter/fonts/icofont.woff2	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/fonts/icofont.woff2	(from https://quomodosoft.com/html/jupiter/css/icofont.css)
01:14:17	63173/63173	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Nov%202019%2009:03:56%20GMT	https://quomodosoft.com/html/jupiter/images/header-bg.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/images/header-bg.png	(from https://quomodosoft.com/html/jupiter/style.css)
01:14:18	645604/645604	---M--	200	added ('OK')	font/woff	date:Thu,%2009%20Aug%202018%2016:59:04%20GMT	https://quomodosoft.com/html/jupiter/fonts/icofont.woff	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/fonts/icofont.woff	(from https://quomodosoft.com/html/jupiter/css/icofont.css)
01:14:18	19086/19086	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:55:24%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/pavicon.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/pavicon.png	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:19	11698/11698	---MCZ	200	added ('OK')	text/css	date:Mon,%2014%20Oct%202019%2021:27:16%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/css/normalize.css	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/css/normalize.css	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:19	149462/149462	---MCZ	200	added ('OK')	text/css	date:Sun,%2006%20Jan%202019%2003:03:04%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/css/bootstrap-min.css	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/css/bootstrap-min.css	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:20	5238/5238	---MCZ	200	added ('OK')	text/css	date:Fri,%2004%20Jan%202019%2017:45:14%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/css/owl-carousel-min.css	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/css/owl-carousel-min.css	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:20	3480/3480	---MCZ	200	added ('OK')	text/css	date:Tue,%2015%20Oct%202019%2020:32:26%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/css/lity-min.css	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/css/lity-min.css	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:21	31000/31000	---MCZ	200	added ('OK')	text/css	date:Fri,%2023%20Dec%202016%2003:50:34%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/css/font-awesome-min.css	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/css/font-awesome-min.css	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:21	65754/65754	---MCZ	200	added ('OK')	text/css	date:Sun,%2023%20Apr%202017%2017:29:02%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/css/animate.css	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/css/animate.css	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:22	22613/22613	---MCZ	200	added ('OK')	text/css	date:Tue,%2015%20Oct%202019%2018:55:36%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/css/helper.css	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/css/helper.css	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:23	18484/18484	---MCZ	200	added ('OK')	text/css	date:Tue,%2029%20Oct%202019%2017:51:44%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/css/theme.css	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/css/theme.css	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:23	15125/15125	---MCZ	200	added ('OK')	text/css	date:Sat,%2015%20Feb%202020%2020:37:34%20GMT	https://quomodosoft.com/html/jupiter/jupiter/style.css	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/style.css	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:24	11990/11990	---MCZ	200	added ('OK')	text/css	date:Tue,%2015%20Oct%202019%2019:28:02%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/css/responsive.css	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/css/responsive.css	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:24	15514/15514	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2029%20Jan%202017%2009:55:30%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/js/vendor/modernizr-2-8-3-min.js	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/js/vendor/modernizr-2-8-3-min.js	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:25	41030/41030	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Nov%202019%2015:05:20%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/drone-2.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/drone-2.png	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:25	3863/3863	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:56:12%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/service-1.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/service-1.png	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:26	4926/4926	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:56:12%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/service-4.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/service-4.png	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:26	3305/3305	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:56:12%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/service-2.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/service-2.png	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:27	3181/3181	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:56:54%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/service-5.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/service-5.png	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:27	3912/3912	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:56:12%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/service-3.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/service-3.png	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:27	3101/3101	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:57:26%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/service-6.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/service-6.png	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:28	36621/36621	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:56:12%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/section-bg1.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/section-bg1.png	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:29	110513/110513	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:55:24%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/intro-1.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/intro-1.png	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:29	27802/27802	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:56:12%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/section-bg-2.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/section-bg-2.png	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:30	73881/73881	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Nov%202019%2015:05:20%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/drone-x4.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/drone-x4.png	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:30	34848/34848	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Nov%202019%2015:05:20%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/drn-6.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/drn-6.png	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:31	9819/9819	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:56:12%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/product-1.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/product-1.png	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:31	9644/9644	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:56:12%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/product-2.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/product-2.png	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:31	8307/8307	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:56:12%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/product-3.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/product-3.png	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:32	8834/8834	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:56:12%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/product-4.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/product-4.png	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:32	37258/37258	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:57:26%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/testimonial-1.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/testimonial-1.png	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:33	42544/42544	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:56:54%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/testimonial-2.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/testimonial-2.png	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:34	56163/56163	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:56:54%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/testimonial-3.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/testimonial-3.png	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:34	45291/45291	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:56:54%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/testimonial-4.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/testimonial-4.png	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:35	51618/51618	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:56:54%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/testimonial-5.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/testimonial-5.png	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
